ligand,code1,code2
c1cc(ccc1C/N=C/c2ccc(c(c2[O-])O)O)N3CCOCC3,C98161454,P156078638
CN(C)c1ccc(cc1)/C=C\2/C(=O)NC(=O)N(C2=O)c3ccccc3O,C00755198,P04937549
Cc1ccccc1O[C@H]2[C@@H]([C@@H]([C@@H]3[C@@H](O2)COC(O3)(C)C)O)NC(=O)C,C04559878,P06230324
[H]/N=C\1/NC(=O)/C(=C/c2cc(n(c2C)c3ccc(cc3)[N+](=O)[O-])C)/S1,C05027414,P07392486
CNC(=O)NC(=O)CSc1nnc2n1cc(cc2Cl)Cl,C06099310,P09278110
CC1([C@H](N(C(=S)S1)/N=C/c2ccco2)N(C(=O)NC)O)C,C00060620,P10476099
Cc1ccccc1O[C@H]2[C@H]([C@@H]([C@@H]3[C@@H](O2)CO[C@@H](O3)c4ccco4)O)O,C08321355,P12587446
CC1CCC2(CC1)C(=O)N(C(=O)N2)CC(=O)NC3(CCCC3)C#N,C08470759,P12930943
C[C@@H]1CCC[C@@H]([C@@H]1C)NC(=O)NC(=O)Cn2c3ccccc3c(=O)cn2,C09364713,P14347904
COc1ccc(cc1)[C@H]2C3=C(CN(C3=O)Cc4ccco4)NC(=O)N2,C12346302,P18141309
Cc1ccc(cc1Cl)n2cnnc2SCC(=O)NC(=O)NC,C10249471,P20267314
CC(=O)[C@@H]1[C@@H](C(=C(C[C@]1(C)O)O)C(=O)C)c2ccc(cc2)[N+](=O)[O-],C13577194,P20909310
Cc1c(c([nH]c(=O)c1C#N)C)CCC(=O)Nn2cnc3c2cccc3,C16491074,P24910110
COc1cccc(c1)N2C(=O)/C(=C\c3c[nH]c4c3cccc4)/C(=O)NC2=O,C19797740,P29394161
CC(C)N1Cc2c(=O)[nH]c(=O)n(c2NC1)Cc3ccc(cc3)OC,C20622858,P30771279
c1ccc(c(c1)Cn2cc(ccc2=O)C(=O)Nc3nc[nH]n3)Cl,C26259853,P38805212
CC1(Cc2c(sc(n2)NC(=O)CN3CCOCC3)C(=O)NC1)C,C20059518,P57396407
CN1c2ccc(cc2/C(=N/NC(=O)c3ccc(cc3)O)/C1=O)OC,C06861604,P57607516
CN1C(=O)[C@](NC1=O)(C(F)(F)F)Nc2ncc(cn2)Br,C40282974,P61147148
CC(C)(C)N1CNC(=NS(=O)(=O)c2ccc(cc2)OC)NC1,C40387090,P61306365
COc1ccc(cc1)Cn2ccc3c(c2=O)cc4c(n3)ccn(c4=O)N,C40398627,P61324288
COc1ccccc1Cn2ccc3c(c2=O)cc4c(n3)ccn(c4=O)N,C40398629,P61324292
C[C@@H](c1[n-]nnn1)[NH2+]Cc2cc3c(c(c2)Br)OCO3,C44924768,P67721577
C[C@H](c1n[nH]nn1)NS(=O)(=O)c2ccc(s2)Br,C44930572,P67763144
CN(Cc1cc(ccc1OC)Br)C(=O)c2c(non2)N,C49834410,P74489303
COc1cccc(c1O)/C=N/n2c(n[nH]c2=S)c3cccnc3,C01302304,P75369714
CCOc1ccc(cc1)[C@H]2[C@]3([C@@]2([C@@]4(N=C3N)OC[C@@H](O4)C)C#N)C#N,C55246599,P83218930
CC1=Nc2nc(nn2[C@@H]([C@H]1C(=O)N)c3ccncc3)c4cccs4,C55412286,P83466421
c1cc(sc1)/C=C/C(=O)N2CCN(CC2)C(=O)Nc3c[nH]nc3,C57029680,P85625812
Cc1ccn2c(c1)[nH+]c(=O)c(c2[O-])C(=O)NCc3ccc(cc3)OC,C08604404,P90674371
c1ccn2c(c1)nnc2/N=C(/c3ccc(cc3)C[NH+]4CC[C@@H](C4)O)\[O-],C65456729,P100655154
Cc1c(snn1)CN(C)C(=O)c2cc(n[nH]2)c3ccc(cc3)O,C67649857,P103863864
COc1ccc(cc1)c2c3c([nH]n2)NC(=O)C[C@@H]3c4cnn(c4)C=C,C65385199,P103910418
Cc1cccc2n1cc(n2)CNC(=O)Nc3nnc(s3)C(C)C,C69037451,P106077244
CCn1c(c(c(n1)C)c2cc(c(c(n2)N)C#N)c3cc(n(c3)C)C#N)C,C71479478,P110619312
Cc1ccc(c(c1)F)NC(=O)CNC(=O)c2cnc3ccnn3c2C,C71746754,P111123817
Cc1c(c(n(n1)Cc2ccc(cc2)F)Cl)C(=O)Nc3nc[nH]n3,C26259365,P111492231
Cc1cc(ccc1NC(=O)N2CCN(CC2)C(=O)[C@H]3CCCO3)[NH+](C)C,C46030943,P111569347
CCc1cccc(c1)NS(=O)(=O)c2cc3c(=O)[nH]nc(n3c2)C,C75536521,P117577881
c1ccc2c(c1)c(=O)n(c(=S)[nH]2)CC(=O)Nn3cnc4c3cccc4,C78269084,P122070483
C[C@H](c1cnn(c1)C)NC(=O)Nc2cnn(c2)c3ccccc3F,C88421212,P138299947
C[C@@H]1CCCC[C@H]1NC(=O)CN2CCC3(CC2)C(=O)N(C(=O)N3)C,C90005246,P140693940
Cn1c2ccc(cc2n(c1=O)C)S(=O)(=O)Oc3ccccc3N,C94986144,P148890854
c1cc(ccc1c2c[nH]c(=O)[nH]c2=O)S(=O)(=O)N3CCCCC3,C65347005,P150067399
Cc1c(c(n(n1)C)C)c2cc(n[nH]2)C(=O)Nc3nc4c(s3)CCC4,C96118745,P151408559
c1ccc(cc1)NN[C@@H]2CC(=O)N(C2=O)c3ccc4c(c3)OCO4,C02877936,P151919360
Cc1csc(n1)[C@@H](C2CC2)NC(=O)Nc3nnc4n3cccc4,C96434693,P152212448
Cc1cc(c(n1C(C)C)C)/C=C(/C#N)\c2nc(nc(n2)N(C)C)N,C96931718,P153411644
C[C@@H](c1nnc2n1cccc2)NC(=O)c3ccc(c(c3)NC(=O)C)F,C53153718,P153613570
CC(C)n1c2c(c(=O)[nH]1)[C@@H](CC(=N2)O)c3ccc(c(c3)OC)OC,C71279182,P155892303
CCCc1c(snn1)C(=O)Nc2nc3c(s2)C(=O)NCCC3,C98264466,P156302390
Cc1cc(n(n1)CC(=O)N[C@@H](C)Cn2cncn2)C,C19573404,P28978282
c1cc(c(nc1)n2cccn2)NC(=O)[C@@H]3COCCO3,C25012524,P37009493
Cc1c(nnc(c1C#N)NCc2nncn2C)C,C26706327,P39396430
C[C@@H](c1cccnc1)Nc2c(=O)n(c(=O)n(n2)C)C,C35179400,P52205091
COC(=O)[C@H]1CCCN1S(=O)(=O)N2CCNCC2,C35423732,P52561183
Cn1cnnc1CNCc2cnn(n2)c3ccccc3,C38007709,P57128539
COc1coc(cc1=O)C(=O)Nc2nncs2,C40266624,P61129473
C[C@@H]([C@H]1CCCO1)Nc2c(c(=O)n(c(=O)n2C)C)C#N,C44897857,P67683232
Cc1nnc(s1)NC(=O)CN(C)S(=O)(=O)C,C46132587,P69442715
Cc1cc(no1)NC(=O)C(=O)N(C)C[C@H](C)C#N,C49424730,P73804847
Cc1nc([nH]n1)SCc2nnc(o2)[C@@H]3CCCO3,C49493256,P73892292
Cc1nc([nH]n1)SCc2nnc(o2)[C@H]3CCCO3,C49493258,P73892296
C[C@@H](c1nncn1C)NC(=O)C2(CCOCC2)C#N,C50419748,P75401463
C[C@@H](c1nncn1C)n2cc[nH+]c2SCC(=O)[O-],C50420343,P75414492
C[C@@H](CN(C)C(=O)c1c(ccs1)n2cnnn2)O,C51817127,P77618925
Cn1c(nnn1)NCc2ccc(cc2)S(=O)(=O)C,C62939246,P96567945
c1c(n2c(n1)CCCC2)NC(=O)CCCn3cncn3,C67851421,P104179033
Cn1c(ccn1)[C@@H](COC)NC(=O)c2cnccn2,C67934722,P104296367
Cc1nnc(n1Cc2[nH+]ccn2C)SCC(=O)[O-],C71274528,P110176284
CCc1nnc2n1CCN(C2)C[C@@H](Cn3cccn3)O,C72267504,P112303107
CN(Cc1nc[nH]n1)C(=O)c2c(cccc2OC)OC,C80524476,P125727897
Cc1c(c(on1)C(C)C)C(=O)N(C)Cc2nc([nH]n2)C,C78006614,P125748976
Cc1c(c(on1)C)CC(=O)N(C)Cc2nc([nH]n2)C,C80521528,P125749246
c1nnc2n1CCN(C2)C(=O)CC3(CCCC3)C(=O)O,C81134263,P126799239
CCCn1c(=S)[nH]nc1N2CCn3cnnc3C2,C81538021,P127209532
c1c[nH+]c(cc1CN2CCn3cnnc3C2)C(=O)[O-],C81544290,P127240598
c1c(c(=O)[nH]c(=O)n1CCBr)[N+](=O)[O-],C82614716,P129110314
CCOC(=O)c1nc([nH]n1)[C@H]2CCS(=O)(=O)C2,C86034232,P134704507
C[C@@H](c1nc(on1)c2csnn2)N3CCNCC3,C87466888,P136828082
CC[C@@H](C#N)S(=O)(=O)N(C)Cc1[nH]nc(n1)C,C88475135,P138386811
CC[C@H](C#N)S(=O)(=O)N(C)Cc1[nH]nc(n1)C,C88475136,P138386812
CC[C@H](C#N)S(=O)(=O)N(C)Cc1nc([nH]n1)C,C88475136,P138390280
CC[C@@H]1C(=O)N(C(C(=O)N1)(C)C)Cc2ncnn2C,C88584418,P138555940
CC[C@]1(C(=O)NC(=O)N1Cc2ncnn2CC)C,C88623296,P138614781
CN1C(=O)C[C@H](C1=O)NCc2cc(sc2)[N+](=O)[O-],C88775686,P138871451
CN([C@@H]1COC[C@H]1C(=O)[O-])C(=O)N(CCO)C2CC2,C90429497,P141389061
C[NH+](C)CCN(C)C(=O)N(C)[C@@H]1COC[C@H]1C(=O)[O-],C90430658,P141391335
Cc1cc(=O)n(c(n1)OC)CC(=O)N2CCCNCC2,C92836500,P145356641
CC(C)(CN(C)C(=O)c1ccc(nc1)n2cncn2)O,C92964659,P145541990
Cn1c(c(cn1)C#N)NS(=O)(=O)C[C@H]2CCCO2,C93342354,P146165162
C1CN2CC[NH+]1C[C@@H]2c3nc(on3)[C@@H]4C[C@@H]4C(=O)[O-],C94506602,P148127099
CO[C@@H]1C[C@@H](NC1)c2nc(no2)[C@@H]3CN4CCN3CC4,C94506194,P148135181
C[C@@H](C#N)NC(=O)Cc1ccc(cc1)n2cnnn2,C95389734,P149837496
C[C@H](C#N)NC(=O)Cc1ccc(cc1)n2cnnn2,C95389735,P149837497
Cc1[nH]nc(n1)[C@@H]2C[C@H]3CN(C[C@H]3O2)C(=O)CCOC,C96045887,P151269837
Cc1c2n(nn1)C[C@@H](OC2)CNCc3cnn(c3)C,C96069264,P151323495
Cn1c2c(c(n1)CN(C)C)CN(C2)C(=O)c3ccn[nH]3,C96090991,P151355158
CC(=O)NCC(=O)N1CCCc2c(n(nc2OC)C)C1,C96254432,P151699773
C[C@@H](CC(=O)[O-])n1c(nnn1)Cc2cc[nH+]cc2,C97188973,P153878754
CC1(C(=O)NC(=O)CN1S(=O)(=O)CCOC)C,C97316238,P154117070
c1ccc2c(c1)c3c(c(=O)o2)[C@H](C(=C(O3)N)C#N)c4ccco4,C00077752,P05740270
C[C@@H]1CCCC[C@@]12C(=O)N(C(=O)N2)CC(=O)NC(C)C,C04515012,P06133476
c1ccc(c(c1)c2ccc(o2)C=C3C(=O)NC(=O)NC3=O)F,C03670080,P06176713
CC(=O)Oc1ccc(cc1)N2C(=O)c3ccc(cc3C2=O)N,C00285191,P06563812
c1cc(c(cc1O)O)[C@H]2C(N2n3cnnc3)(Cl)Cl,C05396353,P07983535
Cc1nc2ccccc2c(=O)n1/N=C/c3ccc(c(c3)O)O,C00546877,P12881877
Cc1cc([nH]n1)c2n[nH]c(=S)n2/N=C/c3ccccc3,C05625936,P19152225
Cc1cnc(cn1)C(=O)NNC(=O)c2ccc(cc2)Cl,C14906108,P22688401
c1cc2c(cc1N)C(=O)N(C2=O)c3ccc4c(c3)OCO4,C20244124,P30156901
C[C@@H]1CCCC[C@@H]1NC(=O)NC(=O)CN2CCOC[C@@H]2C,C26451382,P39017877
C/C(=N\n1c(nnn1)N)/c2ccc(cc2)Br,C06492845,P49258526
Cc1cccc(c1)/C=N\n2c(n[nH]c2=S)c3cc(n[nH]3)C,C01294845,P49309034
Cc1c(c(n[nH]1)C)NS(=O)(=O)N2C[C@H](C[C@@H](C2)C)C,C36736236,P54592112
c1ccc2c(c1)c3c(c(=O)o2)[C@@H](C(=C(O3)N)C#N)c4ccncc4,C00036195,P56336515
c1cc(c(cc1[N+](=O)[O-])Br)CS(=O)(=O)N,C38137002,P57335199
Cn1cc(cn1)c2cnc([nH]2)[C@@H]3CNc4ccccc4O3,C44497049,P67152125
CCS(=O)(=O)Nc1ccc2c(c1)NC(=O)C(O2)(C)C,C46088498,P69386017
C1CCC(C1)NC(=O)N2CCC(CC2)N3CCNC3=O,C49339007,P73689284
CNc1ccc(cn1)CN2C(=O)C3(CCCCC3)NC2=O,C50828888,P76054701
CC(C)(C)n1ccnc(c1=O)Oc2ccc(cc2C#N)N,C61767177,P94610492
CC(C)Cn1ccnc(c1=O)n2c3cc(ccc3cn2)N,C61769920,P94613287
CC(C)(C)N1[C@H]([C@H](CCC1=O)N)c2ccc(cc2)[N+](=O)[O-],C62212826,P95485411
C1CCC(C1)NC(=O)[C@@H]2NC(=NO2)C3=C[C@@H]4C(=CC=N4)C=C3,C39956130,P97204852
Cc1cc(cc(c1)C(=O)Nc2cn(nc2C(=O)NC)C)C,C64555778,P99124223
Cc1[nH]c(c[nH+]1)S(=O)(=O)[N-]c2nc3c(s2)CCCC3,C70069320,P108014544
c1ccc(c(c1)[C@@H]2[C@@H](CCCC(=O)N2C3CC3)N)[N+](=O)[O-],C70295917,P108368640
C[C@H]1C(=O)Nc2cc(ccc2O1)N[C@@H](C)c3cnccn3,C70478279,P108710788
Cc1cc(no1)[N-]S(=O)(=O)c2ccc3c(c2)[NH2+]CCC3,C71102988,P109792582
Cc1cc(=O)[nH]c2c1c(nn2[C@@H]3C[C@H](N(C[C@@H]3C)C)C)O,C18163951,P109852785
CC1=NN([C@](C1)(C(F)(F)F)O)C(=O)c2c(c[nH]n2)Cl,C06856417,P112445287
Cc1c2c(n[nH]1)N=C(CS[C@@H]2c3ccc4c(c3)nccn4)O,C44901935,P115849518
c1cnccc1[C@H]2c3cc4c(cc3OC(=C2C#N)N)OCO4,C78546986,P122554697
Cc1c(cnn1c2nc3ccccc3s2)S(=O)(=O)N,C78947427,P123224929
Cc1cc[nH]/c(=N\S(=O)(=O)c2cc(c(=O)[nH]c2)Cl)/c1,C81675174,P127413292
COc1cc(c(cc1c2nc(no2)[C@H]3CCOC3)Cl)N,C87804149,P137332432
Cc1c(cn[nH]1)C(=O)Nc2c(ccc3c2nsn3)Cl,C88129451,P137828263
CN([C@@H]1COC[C@H]1C(=O)[O-])C(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3[NH2+]2,C90422569,P141379032
c1ccn2cc([nH+]c2c1)c3[nH]c(=O)c(c(n3)[O-])Br,C90762672,P141975048
c1cc2c(c(c1)N)C(=O)N(C2=O)C(=O)c3ccncc3Cl,C91450916,P143106798
CC(C)[NH+]1C[C@@H]2CN(C[C@@]2(C1)C(=O)[O-])C(=O)NC(C)(C)C,C92038706,P144087068
Cc1ccc(cc1)c2c(=O)[nH]c(nc2[O-])c3c[nH+]cn3C,C93131626,P145812671
[H]/N=C/1\NC[C@@H](N1c2cccc(c2)OC)c3cnn(c3C)C,C93653270,P146690996
c1cc(c(c2c1scn2)NC(=O)c3nc[nH]n3)Cl,C95040941,P148986360
Cc1c(sc(n1)NC(=O)c2nc([nH]n2)C(C)(C)C)C,C95062408,P149055320
C[C@H]1C2=C(N=N1)OC(=C([C@@H]2c3ccccc3OC)C#N)N,C95082445,P149079551
Cc1c(cn[nH]1)NS(=O)(=O)c2ccc(cc2Cl)C#N,C95941032,P151075674
Cc1cccc2c1N(C(=O)[C@@]23CC(=Nc4c3cn[nH]4)O)CC#C,C31808336,P153167781
c1cc(sc1C2=NO[C@H](C2)C(=O)Nc3c[nH]nc3)Cl,C97159128,P153830604
CC1(C(=O)NC(=O)CN1C(=O)[C@@H]2C[C@H]3CCCC[C@@H]3N2)C,C97316331,P154126223
CC(C)n1c2c(c(=O)[nH]1)[C@@H](CC(=N2)O)c3ccc(cc3)C#N,C71280119,P155891174
Cc1cc(=O)oc2c1ccc(c2)O[C@H]3[C@@H]([C@@H]([C@@H](CO3)O)O)O,C04556939,P06221078
Cc1cc(=O)oc2c1ccc(c2)O[C@H]3[C@H]([C@@H]([C@@H]([C@@H](O3)C)O)O)O,C02387029,P06221156
COc1ccc(cc1)[C@H]2[C@@H]3C(=NC(=O)N2)NC(=O)N3,C05513959,P08189255
CC1=Cc2c(c(c3c(c2O)C(=O)C(=CC3=O)OC)O)[C@@H](O1)O,C05767720,P08622046
COc1cc(c(cc1O)Cl)C=C2C(=O)NC(=O)NC2=O,C05915386,P08855600
Cc1cc(=O)oc2c1ccc(c2)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)O)O,C15205762,P23070888
CCC(=C1C(=O)NC(=O)NC1=O)NN2CCCCCC2,C09287230,P30288470
Cn1c2c(c(=O)[nH]c1=O)[C@H](NC(=O)N2)c3cccs3,C20714550,P30920118
COc1ccc(cc1)[C@H]2C(=C(N=C3N2N=C[N-]3)[NH3+])C#N,C04511203,P50121890
Cn1cc(cn1)C(=O)Nc2nc3c(cc(cc3s2)N)OC,C36737038,P54592921
CN(C)S(=O)(=O)Nc1cc2c(cc1N)OCCO2,C36743121,P54600750
c1ccc2c(c1)c(=O)nc3n2[C@H](N=C(N3)N)c4ccccn4,C22238411,P60566426
Cc1cc(nc(c1/C(=N/O)/N)Sc2nncn2C)C,C40515865,P61523056
c1cc(c(cc1N)Cl)c2nc(no2)c3nc[nH]n3,C42417696,P64154153
c1cc(c(cc1[N+](=O)[O-])F)/N=C(/c2cc(cc[nH+]2)N)\[O-],C50710583,P75854179
c1c(c(cc(c1NN)F)[N+](=O)[O-])C(=O)N2CCCC2,C51093699,P76502438
c1ccc2c(c1)cnn(c2=O)Cc3c(snn3)NN,C51147611,P76598157
CCn1c(c(cn1)[C@H]2c3c(n[nH]c3OC(=C2C#N)N)C)C,C05130690,P77116841
Cc1c(=O)nc([nH]n1)N/N=C/c2cc(ccc2O)Cl,C15015596,P82834908
C[C@@H]1C[C@H](CN(C1)Cc2nc(c3cnn(c3n2)C)NN)C,C63084134,P96881267
c1cc(ccc1[C@@H]2[C@@H](C(=O)N=C3[C@H]2C(=O)N=C(N3)N)C#N)Cl,C38712258,P97561297
Cc1c(sc([nH+]1)N)S(=O)(=O)[N-]c2cnccn2,C69365473,P106727808
Cn1c[nH+]c(c1S(=O)(=O)[N-]c2cccc3c2cccn3)N,C70085235,P108035355
c1cc(oc1)c2[nH]c(=S)c3c(n2)[nH]c(=O)[nH]c3=O,C75172763,P117054870
CCCc1c2c([nH]n1)OC(=C([C@]23CC[C@H]4CO[C@@H]3O4)C#N)N,C08783483,P122548430
Cc1c(nn(c1N)[C@@H]2CCS(=O)(=O)C2)c3c[nH]nc3C,C80041651,P125059829
Cc1c(c(n[nH]1)C)S(=O)(=O)/N=c\2/[nH]c(cs2)[C@H](C)O,C80837250,P126203363
c1c[nH]nc1NS(=O)(=O)c2cc(c(=O)[nH]c2)Cl,C81677383,P127427216
c1cc2nnc(n2cc1Br)c3nc([nH]n3)N,C83739912,P130996466
c1c(cc(cc1F)S(=O)(=O)N)NC(=O)c2csnn2,C87466870,P136826130
C1CS(=O)(=O)C[C@H]1Nc2nc(nc(n2)Cl)N,C87808068,P137340963
Cc1c(c(n(n1)C(C)C)C)NC(=O)c2c(cnn2C)N,C87871912,P137446469
Cc1nnc(n1C)Sc2c(cnc(n2)NN)Cl,C87894445,P137480798
Cc1cc(n(n1)C)Oc2c(cnc(n2)NN)Br,C88157108,P137867982
Cn1c(c(cn1)N)C(=O)Nc2cnc(cn2)Br,C88446121,P138347962
c1c([nH]c(=O)[nH]1)C(=O)Nc2cnc(cn2)Br,C88447925,P138349803
c1[n-]c2c(n1)ncn3c2nnc3[C@H]4CCCC[C@H]4C[NH3+],C89383324,P139780301
C1CCN([C@@H](C1)C(=O)N)C(=O)N2CC[C@@H](C2)CC(=O)O,C89716217,P140265927
C1CCN([C@@H](C1)C(=O)N)C(=O)N2CC[C@H](C2)CC(=O)O,C89716219,P140265930
C[C@@]1(COC[C@H]1N)C(=O)Nc2cc(ccc2[N+](=O)[O-])Cl,C90586368,P141705460
c1ccc(c(c1)N)OCC(=O)N2CCN3[C@@H](C2)CNC3=O,C91751450,P143659126
c1cc2c(cc1N)oc(n2)CN3CCN4[C@@H](C3)CNC4=O,C94542777,P148198907
Cc1ccn2c(c1)nc(n2)NCc3cnn(c3N)C,C94609194,P148306843
CCc1nc([nH]n1)C(=O)Nc2c(c3c(s2)CNCC3)C#N,C95045065,P149004636
Cc1c(c(n[nH]1)C)NC(=O)c2[nH]nc(n2)C(C)(C)C,C95050668,P149009606
CC(C)c1[nH]nc(n1)NC(=O)c2c3c(n[nH]2)CCC3,C95472903,P149973340
[H]/N=C/1\[C@]2(C(=C(O1)C)C)C(=C(N=C2N3CCOCC3)C#N)N,C96336745,P151996441
Cc1c(c(n(n1)C(C)C)n2ccc(n2)C(=O)NC)N,C97146740,P153795807
Cc1ccc(c(c1S(=O)(=O)N2CC(=O)NC(=O)C2)C)N,C97267620,P154025604
Cc1cc(n[nH]1)c2n[nH]c(=S)n2/N=C\c3ccc(cc3)O,C53319236,P154446010
Cn1cccc1C2=C([C@H](C(=C(O2)N)C#N)c3ccc(cc3)C#N)C#N,C00142164,P05715688
Cc1cc(c2c3c(sc2n1)C(=O)N[C@H](N3)c4ccco4)COC,C00054356,P06255593
C[C@H]1CCCC[C@@H]1NC(=O)CN2C(=O)C3(CCCC3)NC2=O,C04548077,P06333151
Cc1ccc(c(c1)NC(=O)CN2C(=O)C3(CCCC3)NC2=O)C,C03607319,P06333301
c1ccc2c(c1)c3c(cnc(n3)c4ccc(cc4)C(=O)N)c(=O)o2,C04784957,P06900760
Cc1cccc(c1O)C(=O)N2[C@@](CC(=N2)C)(c3cccnc3)O,C00507333,P06971601
c1ccc(cc1)S(=O)(=O)Oc2c3ccccc3oc(=O)c2N,C02809978,P09746056
CC1(Cc2c(c(=O)n(c(c2C#N)N)c3ccccc3OC)CO1)C,C06662231,P10511324
Cc1ccc(cc1)[C@H]2C3=C(CN(C3=O)Cc4ccco4)NC(=O)N2,C07736431,P11874455
Cc1ccc(cc1)[C@@]2([C@@H]([C@H](C(=O)N2)C)n3c4ccccc4nn3)O,C15771959,P23775305
Cc1ccc2c(c1)s/c(=N/S(=O)(=O)N3CCNCC3)/[nH]2,C21012854,P31450918
c1cc(ccc1[C@@]2(CSc3n2c4c(cn[nH]4)c(=O)n3)O)Cl,C27752362,P40890454
CCc1nn2c(c(c(=O)nc2s1)/C=C\3/c4ccccc4N=C3C)N,C05686840,P49240785
Cc1cc(ccc1S(=O)(=O)N)Oc2ccc3c(c2)OCO3,C35278663,P52341550
c1c(c(n(n1)c2c3c4c(sc3ncn2)CCCCC4)N)C#N,C35576212,P52799641
c1cc2c(cc1Cl)sc(n2)NS(=O)(=O)c3c[nH]nc3,C37744553,P56122104
Cc1ccn2c(c1)nc(c(c2=O)C(=O)N[C@@H](C)c3ccccc3)O,C08604407,P57162967
CCOc1ccc(cc1)N2CC(=O)Nc3ccccc3NCC2=O,C04092423,P57378693
CC1=NN=C2[C@@H]1[C@H]([C@@H]([C@@](C2)(C)O)C(=O)C)c3ccc(c(c3)OC)O,C39969581,P60657127
Cc1ccc(cc1)CNc2[nH]c(=O)c3c4c(cnc3n2)C(=O)CC4,C40375919,P61291802
C[C@H](c1ccccc1Br)n2c(c(cn2)[N+](=O)[O-])N,C43669628,P66014816
COc1ccc2c(c1)CCCN2C(=O)N[C@H]3CCCCNC3=O,C44967942,P67784069
C[C@@H](c1ccc(cc1Cl)Cl)N(C)C(=O)c2[nH]nc([nH+]2)[O-],C48733738,P72835098
c1ccc2cc3cc(ccc3cc2c1)/C=N/n4c(=O)[nH][nH]c4=O,C59148512,P89746700
COc1ccc(cc1)C2=NN=C3[C@H]2[C@@H](NC3=O)c4ccc(cc4)O,C63473285,P97466081
C[C@@H]1C(=C(N=N1)C)S(=O)(=O)Nc2ccc3c(c2)S[C@@H](N3)C,C38696896,P98125901
Cc1ccc(c(c1)S(=O)(=O)Nc2ccc3c(c2)[nH]c(=O)o3)F,C58247654,P98644550
COc1ccccc1[C@@H]2Cc3c(nc([nH]3)c4ccccn4)C(=O)NC2,C65393902,P100538619
Cc1ccn2cc(nc2c1)c3nnc(o3)Cc4ccc(cc4)N,C66089356,P101671555
Cn1cc(cn1)c2cc(nc(c2C#N)N)c3ccccc3OC,C67822057,P104133233
c1cc(c(cc1N)Br)C(=O)c2ccc(o2)[N+](=O)[O-],C70484634,P108723309
Cc1c2c([nH]nc2NC(=O)[C@@H]3CCC[C@@H](C3)C(F)(F)F)n(n1)C,C71907686,P111571395
Cc1cc(n(n1)C)NC(=O)N2C[C@H](C[C@@H]2C3CCCCC3)O,C72285606,P112343354
c1cc2c(cc1NS(=O)(=O)c3ccc4c(c3)CCO4)c[nH]n2,C72576955,P112912042
Cc1cc(nc(c1NC(=O)N[C@H](C)c2cnn(c2)C)Cl)C,C78988635,P123295594
CC1(C2=C([C@H](CC(=O)N2)c3cn[nH]c3c4ccccc4)C(=O)O1)C,C71284886,P134520084
Cc1ccn(n1)c2ccc(nn2)N[C@@H]3c4ccccc4C[C@@H]3O,C89700754,P140233190
c1cc(c(cc1Cl)NC(=O)N2CC[C@H](C2)CC(=O)O)C#N,C89717332,P140268725
c1cc(nc(c1)Cl)C(=O)NNc2cc(cc(n2)Cl)C#N,C93544901,P146492306
c1cnc(cc1c2nc(no2)c3c(cc(cn3)Cl)Cl)N,C94199241,P147628177
COc1ccc(cc1OC)[C@@H]2[C@@H]([C@@H](OC3=C2C(=O)CCC3)N)C#N,C95081055,P149077030
C[C@@H]1C2=C(N=N1)OC(=C([C@@H]2c3c4ccccc4ccc3OC)C#N)N,C95082372,P149079448
Cc1ccc(c2c1nc(s2)[N-]S(=O)(=O)c3c[nH]c[nH+]3)C,C95960543,P151124826
CC(C)NC(=O)N1C[C@H]2CC[C@@]3([C@H]2C1)C(=O)N=C(N3)c4ccccc4,C96261704,P151717230
CC(C)CNC(=O)Nc1nc2ccc(cn2n1)Br,C97136331,P153779352
CC1(Cc2c(sc(n2)N3CC(=O)NC(=O)C3)[C@H](C1)NC)C,C97270816,P154037746
Cc1ccc(c(c1)F)NC(=O)c2cc(n[nH]2)c3c(nn(c3C)C)C,C97358125,P154184221
C[C@@H]1CCC[C@H]([C@@H]1C)NC(=O)NC2CCN(CC2)C(=O)OC,C66361889,P155977535
c1cc(oc1)c2csc(n2)NC(=O)[C@@H]3CCc4c(nc[nH]4)C3,C98339863,P156413761
Cc1[nH]c2c(n1)CC[C@H](C2)C(=O)Nc3nc(cs3)c4ccco4,C98340614,P156415352
[H]/[S+]=c\1/[nH]c(c(c(n1)[O-])/C=N/c2c(c3ccccc3s2)C#N)[O-],C06088134,P28355873
c1cc(ccc1N2CCN(CC2)Cc3cc(=O)[nH]c(n3)[O-])Cl,C20031265,P29805559
Cc1ccc(cc1Cl)N2C(=O)C(=Cc3ccc[nH]3)C(=NC2=O)[O-],C17209414,P30563460
c1cc(cc(c1)Cl)c2cc(n[nH]2)/C(=N/c3nncs3)/[O-],C28937016,P42558200
c1cc(oc1)C(=O)Nn2c(c3c4c(sc3nc2=S)CCC4)[O-],C17068569,P51961496
c1cc(/c(=N/S(=O)(=O)c2ccc(cc2)Cl)/[nH]c1)C(=O)[O-],C35577406,P52800886
C[C@H]1CCc2c(sc(c2C#N)[N-]S(=O)(=O)c3c[nH]nc3)C1,C37745122,P56120952
c1cc(c(cc1n2c(nnc2[S-])c3ccc(=O)[nH]n3)Cl)F,C13545027,P56512533
COc1ccc(cc1OC)c2coc-3cc(=O)cc(c3c2[O-])O,C06556076,P56710638
